company_name,date_certified,industry,industry_category,country,state,city,sector,size,website
Edge Impact,2022-10-03,Environmental consulting,Professional & technical services,Australia,New South Wales,Sydney,Service,50-249,https://www.edgeimpact.global/
Mialot Avocats,2024-03-22,Other personal services,Other services,France,Île-de-France,Paris,Service,1-9,https://cabinet-mialot-avocats.fr/
REBEL (formerly Rebelstork),2024-11-14,Other retail sale,Retail,Canada,Ontario,North York,Wholesale/Retail,10-49,www.fromrebel.com
PACCARI,2024-04-07,Agricultural Processing,"Agriculture, forestry & fishing",Ecuador,Pichincha Province,Quito,Agriculture/Growers,50-249,https://www.paccari.com/
FAVORITARECICLA S.A.,2022-03-18,Materials recovery & recycling,Waste Management & Recycling,Ecuador,Pichincha Province,Sangolquí,Manufacturing,10-49,www.gira.com.ec
HUB BUB BV,2024-05-07,Other/general wholesale trade,Wholesale,Netherlands The,North Holland,The Hague,Wholesale/Retail,10-49,hubfootwear.com
Appetite for business ltd(trading as Appetite),2023-09-05,Other info service activities,"Information, communication & technology",United Kingdom,Scotland,Aberdeen,Service,10-49,www.appetite.business
AREFIM,2024-02-22,Real estate development,"Real estate, design & building",France,Alsace,Bischheim,Service with Significant Environmental Footprint,1-9,www.arefim-ge.com
Raízs Organicos S.A,2025-03-28,Food products,Retail,Brazil,São Paulo,São Paulo,Wholesale/Retail,10-49,www.raizs.com.br
Summerland Bank,2023-03-31,Deposit bank - Developed Markets,Financial & insurance activities,Australia,New South Wales,Lismore,Service,50-249,summerland.com.au
Mora Mora Life,2024-02-23,Event catering & related,Accommodation & food service,France,Île-de-France,Massy,Service with Significant Environmental Footprint,0,www.moramoralife.fr
Swan&Koi SB a r.l.,2024-02-22,Advertising & market research,Professional & technical services,Italy,Lombardy,Milano,Service,1-9,www.swankoi.com
Seacourt Ltd,2024-05-21,Printing & recorded media,Manufactured Goods,United Kingdom,Oxfordshire,Oxford,Manufacturing,10-49,www.seacourt.net
Rathfinny Wine Estate,2023-04-12,Agricultural Processing,"Agriculture, forestry & fishing",United Kingdom,East Sussex,Polegate,Agriculture/Growers,50-249,rathfinnyestate.com
Chemicals Limited,2025-03-25,Chemicals & chemical products,Manufactured Goods,United Kingdom,Lancashire,Southport,Manufacturing,10-49,https://paintstripper.com
"Félix associés, ateliers de design",2023-03-24,Spec design (non-building),Professional & technical services,France,Aquitaine,Bordeaux,Service,10-49,www.felixassocies.fr
F.lli Saclà SpA,2024-06-27,Food products,Manufactured Goods,Italy,Piedmont,Asti,Manufacturing,50-249,https://www.sacla.it/
Investment Quorum Ltd,2022-08-22,Investment advising,Financial & insurance activities,United Kingdom,City of London,London,Service,10-49,https://www.investmentquorum.com/
BetterYou,2024-09-20,Food products,Wholesale,United Kingdom,Barnsley,Barnsley,Wholesale/Retail,10-49,www.betteryou.com
House Collective Limited,2024-06-26,Accommodation,Accommodation & food service,United Kingdom,London Borough of Camden,London,Service,1-9,www.housecollective.com
Oregon Ice Cream,2025-01-09,Food products,Manufactured Goods,United States,Oregon,Eugene,Manufacturing,50-249,Oregonicecream.com
The Stitch Writer,2024-09-24,Advertising & market research,Professional & technical services,United Kingdom,Leicestershire,Leicester,Service,0,https://www.thestitchwriter.com/
T.T. TECNOSISTEMI SPA SB,2024-11-19,Other info service activities,"Information, communication & technology",Italy,Province of Prato,Prato,Service,50-249,https://it.tecnosistemi.com/
Gestão Samaúma,2024-11-08,Environmental consulting,Professional & technical services,Brazil,São Paulo,São Paulo,Service,1-9,www.gestaosamauma.com.br
Forward Institute,2022-08-30,"Other professional, scientific & tech",Professional & technical services,United Kingdom,City of London,Chancery Lane,Service,10-49,https://www.forward.institute/
URUGESTION,2024-10-25,Waste treatment & disposal,Waste Management & Recycling,Uruguay,Montevideo Department,MONTEVIDEO,Manufacturing,10-49,urugestion.com
The Behaviours Agency,2023-05-23,Advertising & market research,Professional & technical services,United Kingdom,Manchester,Manchester,Service,10-49,www.thebehavioursagency.com
Brains,2023-09-06,Advertising & market research,Professional & technical services,United States,South Carolina,Greenville,Service,10-49,www.brains.co
Matter.,2024-05-16,Engineering,Professional & technical services,United Kingdom,Somerset,Bristol,Service with Significant Environmental Footprint,10-49,matter.industries
"So Good Brand, Inc. DBA So Good So You",2023-01-24,Beverages,Manufactured Goods,United States,Minnesota,Minneapolis,Manufacturing,50-249,sogoodsoyou.com
FARMACIA A. COLUTTA DELLA DOTT.SSA ANTONELLA COLUTTA & C.,2024-05-17,Pharmaceutical products,Retail,Italy,Friuli-Venezia Giulia,udine,Wholesale/Retail,1-9,www.farmaciacolutta.it
ADVANCE,2024-09-09,Social networks & info sharing,"Information, communication & technology",Colombia,Cundinamarca Department,BOGOTÁ,Service,1-9,www.advance.agency
Kalmar Destilería,2023-12-06,Beverages,Manufactured Goods,Argentina,Buenos Aires Province,mar del plata,Manufacturing,1-9,https://www.kalmargin.com/
Wonderland Communications,2023-11-16,Advertising & market research,Professional & technical services,United Kingdom,City of Bristol,Bristol,Service,10-49,www.wonderlandcomms.com
Olli Ella,2024-08-30,Other/general wholesale trade,Wholesale,Australia,New South Wales,Byron Bay,Wholesale/Retail,10-49,https://au.olliella.com/
The Women's Chapter (Trading under World At Your Feet Communications),2023-11-16,Management consultant - for-profits,Professional & technical services,United Kingdom,Surrey,Guildford,Service,1-9,www.womenschapter.com
Impact Buying [prev. Sim Supply Chain Information Management],2025-03-14,Software publishing and SaaS platforms,"Information, communication & technology",Netherlands The,North Holland,Alkmaar,Service,50-249,www.impactbuying.com
azzur limited,2023-08-29,Management consultant - for-profits,Professional & technical services,United Kingdom,Buckinghamshire,Burnham,Service,0,www.azzur.co.uk
Wake The Tiger,2024-05-16,Arts & entertainment,"Arts, entertainment & recreation",United Kingdom,City of Bristol,Bristol,Service with Significant Environmental Footprint,10-49,www.wakethetiger.com
Bluedog Design,2023-11-16,"Other professional, scientific & tech",Professional & technical services,United States,Illinois,Chicago,Service,10-49,www.bluedogdesign.com
Intopia,2022-06-28,Other info service activities,"Information, communication & technology",Australia,New South Wales,Sydney,Service,10-49,www.intopia.digital
CIMARRON,2025-02-24,Other manufacturing,Manufactured Goods,Argentina,Buenos Aires Province,Tristan Suarez,Manufacturing,10-49,www.cimarron.com.ar
"Grupo Legal Acosta & Díaz, LLC",2024-11-13,Legal activities,Professional & technical services,Puerto Rico,San Juan,Hato Rey,Service,0,www.gladlawpr.com
Envopap Limited,2023-09-06,Paper & paper products,Retail,United Kingdom,United Kingdom,London,Wholesale/Retail,1-9,https://envopap.com
KWENCH,2025-03-12,Membership organizations,Other services,Canada,British Columbia,Victoria,Service with Significant Environmental Footprint,1-9,www.clubkwench.com/en
Soter Vineyards,2024-02-26,Agricultural Processing,"Agriculture, forestry & fishing",United States,Oregon,Carlton,Agriculture/Growers,10-49,sotervineyards.com
Nxtfood,2021-07-28,Food products,Manufactured Goods,France,Hauts-de-France,Vitry-en-artois,Manufacturing,10-49,nxtfood.fr
Rivervalley Consulting,2024-06-19,"Other professional, scientific & tech",Professional & technical services,Chile,Coquimbo Region,"Illapel, Chile",Service,1-9,http://www.rivervalley.cl/
Article 13,2024-12-11,Environmental consulting,Professional & technical services,United Kingdom,City of London,London,Service,0,www.article13.com
KoRo Handels GmbH,2024-06-28,Food products,Retail,Germany,Berlin,Berlin,Wholesale/Retail,50-249,koro.com
WeShape Ltd,2022-07-03,Management consultant - for-profits,Professional & technical services,United Kingdom,City of London,London,Service,10-49,www.weshape.io
"Foods for Tomorrow, S.L",2024-12-02,Food products,Retail,Spain,Catalonia,Barcelona,Wholesale/Retail,50-249,heurafoods.com
Dragonheart Homes,2024-05-15,Construction,Construction,United Kingdom,Wales,Peterborough,Manufacturing,10-49,https://dragonhearthomes.com/
Maia Growth Partners Ltd,2023-03-28,Management consultant - for-profits,Professional & technical services,United Kingdom,Hampshire,Ringwood,Service,0,www.maiagrowth.co.uk
Space Made Group Limited,2023-05-28,Real estate- fee/contract,"Real estate, design & building",United Kingdom,United Kingdom,London,Service with Significant Environmental Footprint,10-49,spacemade.co
Heveya Pte Ltd,2024-05-17,Furniture,Retail,Singapore,Central Singapore Community Development Council,Singapore,Wholesale/Retail,10-49,heveya.sg
Underprotection ApS,2024-05-17,Textiles,Retail,Denmark,Capital Region of Denmark,Copenhagen S,Wholesale/Retail,1-9,www.underprotection.eu
Delafruit S.L.U,2021-08-13,Agricultural Processing,"Agriculture, forestry & fishing",Spain,Catalonia,La Selva del Camp,Manufacturing,250-999,www.delafruit.com
Brøchner Hotels  A/S,2024-05-17,Accommodation,Accommodation & food service,Denmark,Capital Region of Denmark,Kbh K,Service with Significant Environmental Footprint,50-249,www.brochner-hotels.dk
Zoku and Beyond BV,2022-04-26,Accommodation,Accommodation & food service,Netherlands The,North Holland,Amsterdam,Service with Significant Environmental Footprint,10-49,livezoku.com
Monica Rich Kosann,2023-12-07,Jewelry & related articles,Wholesale,United States,Connecticut,Norwalk,Wholesale/Retail,10-49,monicarichkosann.com
Double Dutch Drinks,2024-02-26,Beverages,Wholesale,United Kingdom,London Borough of Hammersmith and Fulham,London,Wholesale/Retail,10-49,doubledutchdrinks.com
Modibodi,2023-11-24,Apparel,Retail,Australia,New South Wales,Rozelle,Wholesale/Retail,10-49,www.modibodi.com
Time Pet,2024-05-08,Other/general wholesale trade,Wholesale,Australia,Queensland,Burleigh Heads,Wholesale/Retail,10-49,https://www.timepet.com.au
Ulula,2024-12-11,Software publishing and SaaS platforms,"Information, communication & technology",Canada,Ontario,Toronto,Service,10-49,ulula.com
Escient,2023-11-24,Management consultant - nonprofits,Professional & technical services,Australia,South Australia,Adelaide,Service,50-249,https://escient.com.au/
OutBe,2024-05-24,Web portals,"Information, communication & technology",Italy,Liguria,Chiavari (GE),Service,1-9,https://www.outbe.earth/it/
Zen Internet Ltd,2024-03-27,Telecommunications,"Information, communication & technology",United Kingdom,Manchester,Rochdale,Service,250-999,www.zen.co.uk
THOSE Architects,2024-03-27,Architecture design & planning,"Real estate, design & building",Australia,New South Wales,Sydney,Service,10-49,https://thosearchitects.com.au/
Axter UK,2024-07-26,Other install & construction,"Real estate, design & building",United Kingdom,Suffolk,Ipswich,Service with Significant Environmental Footprint,10-49,https://axter.co.uk/
We Mean This,2023-11-17,Spec design (non-building),Professional & technical services,United Kingdom,Hampshire,Winchester,Service,1-9,www.wemeanthis.com
K9 Ballistics Inc.,2024-05-21,Other manufacturing,Manufactured Goods,United States,California,Camarillo,Manufacturing,10-49,www.k9ballistics.com
MEDIAVORE interactif inc.,2023-11-21,Computer programming services,"Information, communication & technology",Canada,Quebec,Laval,Service,10-49,https://www.mediavore.ca/fr/
Emmerre Srl Società Benefit,2024-10-28,Other install & construction,"Real estate, design & building",Italy,Lombardy,Castenedolo,Service with Significant Environmental Footprint,10-49,www.emmerregroup.com
NOOSA S.A.,2023-11-21,Textiles,Wholesale,Belgium,Brussels-Capital Region,Brussels,Wholesale/Retail,1-9,www.noosafiber.com
INBLUEM,2023-08-06,Personal care products,Retail,Australia,Queensland,Currumbin Waters,Wholesale/Retail,1-9,www.inbluem.com
Make Sense For Digital,2024-03-06,Advertising & market research,Professional & technical services,France,Nord-Pas-de-Calais,Bondues,Service,1-9,https://www.make-sense.digital
The Cirkle Partnership Ltd,2023-11-22,Advertising & market research,Professional & technical services,United Kingdom,London Borough of Camden,London,Service,50-249,www.cirkle.com
Marco Beverage Systems,2023-11-22,Other manufacturing,Manufactured Goods,Ireland,County Dublin,Dublin,Manufacturing,50-249,marcobeveragesystems.com
Audiovisual Global Network S.L. (Creast),2023-11-22,Arts & entertainment,"Arts, entertainment & recreation",Spain,Madrid,Madrid,Service,10-49,creast.network
Datagraphic,2024-06-10,Printing & recorded media,Manufactured Goods,United Kingdom,United Kingdom,CHESTERFIELD,Manufacturing,50-249,www.datagraphic.co.uk
Better Way Designs,2023-11-22,Other retail sale,Retail,United States,Michigan,Zeeland,Wholesale/Retail,1-9,www.betterwaydesigns.org
Sealand Gear,2025-04-08,Apparel,Manufactured Goods,South Africa,Western Cape,Cape Town,Manufacturing,50-249,https://sealandgear.com
Way to B: Sustainability Consulting,2023-11-22,Environmental consulting,Professional & technical services,United States,California,Long Beach,Service,1-9,www.waytob.biz
5874 Commerce,2023-12-22,Web portals,"Information, communication & technology",United Kingdom,Birmingham,Birmingham,Service,10-49,5874commerce.com
Patagonia Road,2023-11-22,Travel agency & related,Administrative & support services,Argentina,Río Negro Province,Bariloche,Service,1-9,www.patagonia-road.com
Earthrise Studio LTD,2024-05-27,"Film, TV & music production","Arts, entertainment & recreation",United Kingdom,London Borough of Hackney,London,Service,1-9,www.earthrise.studio
Eham GmbH,2024-05-20,Furniture,Manufactured Goods,Germany,Bavaria,Hausham,Manufacturing,50-249,www.eham.de
Soin de Soi,2024-04-18,Personal care products,Manufactured Goods,France,Aquitaine,Gradignan,Manufacturing,10-49,www.soindesoi.fr
World Centric,2023-01-09,Other/general wholesale trade,Wholesale,United States,California,Rohnert Park,Wholesale/Retail,50-249,worldcentric.com
Taylor Yates Ltd,2024-05-03,Leather & related products,Retail,United Kingdom,Antrim,Bushmills,Wholesale/Retail,1-9,www.tayloryates.com
